Column,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,department,objectName,title,culture,period,artistDisplayBio,artistAlphaSort,artistNationality,artistGender,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,classification,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
901,689627.0,False,2015.575,2015,False,,Asian Art,Painting,9616,China,,"Chinese, 1944–2018",Li Huasheng,Chinese,,1996,1996.0,1996.0,Ink and color on paper,Image: 66 1/8 × 57 1/16 in. (168 × 145 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 168, 'Width': 145}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.8900175, 'Height': 202.5654, 'Width': 181.61037}}]","Purchase, Friends of Asian Art Gifts, 2015",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/689627,,https://www.wikidata.org/wiki/Q126120418,False,
902,646438.0,False,2014.229,2014,False,,Asian Art,Kimono,"Boy’s Kimono with Military Dogs, Horses, and Carrier Pigeons",Japan,Shōwa period (1926–89),,,,,1940s,1940.0,1949.0,Plain-weave rayon with printing,34 × 30 in. (86.4 × 76.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 86.360176, 'Width': 76.20015}}]","Purchase, Friends of Asian Art Gifts, 2014",Costumes,2024-08-15T04:53:20.86Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/646438,"[{'term': 'Pigeons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310557', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2984138'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",,False,
903,646441.0,False,2014.231,2014,False,,Asian Art,Under-kimono,Man’s Under-Kimono (Nagajuban) with “Italy in Ethiopia” Symbols,Japan,Shōwa period (1926–89),,,,,ca. 1935–45,1935.0,1945.0,Plain-weave silk with printing,Overall: 53 × 52 in. (134.6 × 132.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 134.62027, 'Width': 132.08026}}]","Purchase, Friends of Asian Art Gifts, 2014",Costumes,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/646441,"[{'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Military Equipment', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q18643213'}, {'term': 'Flags', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300195678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14660'}, {'term': 'Planes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300212616', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q197'}, {'term': 'Maps', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028094', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4006'}]",,False,
904,646998.0,False,2014.236,2014,True,https://images.metmuseum.org/CRDImages/as/original/TR_128_8_2014.jpg,Asian Art,Kimono,Boy’s Kimono with Streamline Train,Japan,Shōwa period (1926–89),,,,,ca. mid-1930s,1930.0,1939.0,Plain-weave wool muslin with printing,33 × 30 in. (83.8 × 76.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 83.82017, 'Width': 76.20015}}]","Purchase, Friends of Asian Art Gifts, 2014",Costumes,2024-08-15T04:53:20.86Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/646998,,,False,
905,75553.0,False,2009.417,2009,True,https://images.metmuseum.org/CRDImages/as/original/DP224242.jpg,Asian Art,Bowl,Six-lobed bowl,Korea,Goryeo dynasty (918–1392),,,,,early 12th century,1100.0,1133.0,Stoneware with celadon glaze,H. 2 1/8 in. (5.4 cm); Diam. 7 3/8 in. (18.8 cm); Diam. of foot 2 in. (5.1 cm),"[{'elementName': 'Diam. of foot', 'elementDescription': None, 'elementMeasurements': {'Diameter': 5.08001}}, {'elementName': 'Storage', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Depth': 30.16256, 'Height': 13.335027, 'Weight': 1.995827, 'Width': 29.52756}}, {'elementName': 'Overall', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Diameter': 18.8, 'Height': 5.4, 'Weight': 0.2721582}}]","Purchase, Friends of Asian Art Gifts, 2009",Ceramics,2025-11-21T10:05:27.96Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/75553,,,False,
906,669450.0,False,2015.75,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP700759.jpg,Asian Art,Hanging scroll,Portrait of husband and wife,China,Qing dynasty (1644–1911),,Unidentified artist,,,late 18th–early 19th century,1767.0,1899.0,Hanging scroll; ink and color on silk,"Image: 64 1/2 × 38 7/8 in. (163.8 × 98.7 cm)
Overall with mounting: 9 ft. 6 in. × 46 1/2 in. (289.6 × 118.1 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 163.83032, 'Width': 98.7427}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 289.56058, 'Width': 118.11024}}]","Purchase, Friends of Asian Art Gifts, 2015",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/669450,"[{'term': 'Cranes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300254555', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q25365'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Screens', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037737', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1144689'}, {'term': 'Couches', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300038634', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q131514'}, {'term': 'Tables', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300039548', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14748'}]",https://www.wikidata.org/wiki/Q78623127,False,
907,72768.0,False,2005.246,2005,False,,Asian Art,Plate,Seascape,Japan,Heisei period (1989–2019),"Japanese, born 1947",Fukami Sueharu,Japanese,,2004,2004.0,2004.0,Porcelain with seihakuji (pale blue) glaze,H. 1 in. (2.5 cm); Diam. 23 in. (58.4 cm),"[{'elementName': 'Overall', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Diameter': 58.102615, 'Height': 8.572517, 'Weight': 10.61417}}, {'elementName': 'Storage', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Depth': 66.67513, 'Height': 17.145035, 'Weight': 5.352445, 'Width': 66.67513}}]","Purchase, Friends of Asian Art Gifts, 2005",Ceramics,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72768,,,False,
908,72827.0,False,2005.349,2005,True,https://images.metmuseum.org/CRDImages/as/original/DP143381.jpg,Asian Art,Print,Waking Up: A Girl of the Kōka Era (1844–1848),Japan,Meiji period (1868–1912),"Japanese, 1839–1892",Tsukioka Yoshitoshi,Japanese,,1888,1888.0,1888.0,Woodblock print; ink and color on paper,14 5/8 x 10 in. (37.1 x 25.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 37.1476, 'Width': 25.4001}}]","Purchase, Friends of Asian Art Gifts, 2005",Prints,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72827,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",,False,
909,924662.0,False,"2025.522a, b",2025,True,https://images.metmuseum.org/CRDImages/as/original/DP-41335-001.jpg,Asian Art,Figure,Vishnu enthroned,India,,,,,,late 18th–19th century,1768.0,1899.0,Silver,H. 5 1/2 in. (14 cm); W. 3 5/8 in. (9.2 cm); D. 2 1/8 in. (5.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 5.397511, 'Height': 13.970028, 'Width': 9.207519}}]","Purchase, Friends of Asian Art Gifts, 2025",Sculpture,2025-08-07T04:49:01.507Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/924662,,,False,
910,78286.0,False,"2013.29a, b",2013,True,https://images.metmuseum.org/CRDImages/as/original/DP289326.jpg,Asian Art,Hanging scrolls,Deer amid Pine Trees,Korea,Joseon dynasty (1392–1910),,Unidentified artist,,,19th century,1800.0,1899.0,Pair of hanging scrolls; ink and color on silk,"Image (each scroll): 50 3/4 × 19 1/8 in. (128.9 × 48.6 cm)
Overall with mounting: 83 1/4 × 25 in. (211.5 × 63.5 cm)
Overall with knobs: 83 1/4 × 27 1/4 in. (211.5 × 69.2 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': 'each scroll', 'elementMeasurements': {'Height': 211.45543, 'Width': 69.21514}}, {'elementName': 'Overall with mounting', 'elementDescription': 'each scroll', 'elementMeasurements': {'Height': 211.45543, 'Width': 63.500126}}, {'elementName': 'Image', 'elementDescription': 'each scroll', 'elementMeasurements': {'Height': 128.90526, 'Width': 48.5776}}]","Purchase, Friends of Asian Art Gifts, 2013",Paintings,2025-09-24T04:50:58.447Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/78286,"[{'term': 'Deer', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250308', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q685795'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q78656562,False,
911,923306.0,False,2025.521,2025,True,https://images.metmuseum.org/CRDImages/as/original/DP-41802-004.jpg,Asian Art,Water dropper,Water dropper in the shape of a mountain citadel,Korea,Joseon dynasty (1392–1910),,,,,19th century,1800.0,1899.0,Porcelain painted in underglaze cobalt and copper red,H. 3 3/4 in. (9.5 cm); Diam. 3 5/8 in. (9.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 9.207519, 'Height': 9.5}}]","Purchase, Friends of Asian Art Gifts, 2025",Ceramics,2025-09-16T04:53:38.513Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/923306,,,False,
912,77109.0,False,2025.353,2025,True,https://images.metmuseum.org/CRDImages/as/original/DP-40649-002.jpg,Asian Art,Print,New Year's Morning,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,1747,1747.0,1747.0,Hanging scroll; woodblock print; ink on paper,"Image: 39 3/16 × 21 11/16 in. (99.5 × 55.1 cm)
Overall with mounting: 73 3/8 × 24 7/8 in. (186.4 × 63.2 cm)
Overall with knobs: 73 3/8 × 27 in. (186.4 × 68.6 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 186.37288, 'Width': 63.182625}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 99.536446, 'Width': 55.08636}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 186.37288, 'Width': 68.58014}}]","Florence and Herbert Irving Acquisitions Fund for Asian Art, 2025",Prints,2025-09-29T04:51:42.5Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/77109,,,False,
913,894283.0,False,2023.375,2023,True,https://images.metmuseum.org/CRDImages/as/original/DP-28214-002.jpg,Asian Art,Table screen,Table screen with immortals,China,Late Ming (1368–1644)–early Qing (1644–1911) dynasty,,,,,17th century,1600.0,1699.0,"Pewter, brass",H. 14 3/8 in. (36.5 cm); W. 14 3/8 in. (36.5 cm); D. 1/4 in. (0.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 0.63500124, 'Height': 36.512573, 'Width': 36.512573}}]","Purchase, Friends of Asian Art Gifts, 2023",Metalwork,2025-10-06T04:51:04.6Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/894283,,,False,
914,924665.0,False,2025.295a–c,2025,True,https://images.metmuseum.org/CRDImages/as/original/DP-41337-001.jpg,Asian Art,Buddhist triad,"Buddha, Avalokiteshvara and Vajrapani",Indonesia,,,,,,early 9th century,800.0,833.0,Cast silver,"Buddha: H. 5 7/8 in. (15 cm); W. 2 1/2 in. (6.4 cm); D. 2 3/8 in. (6 cm)
Avalokiteshvara: H. 4 1/8 in. (10.5 cm); W. 1 7/8 in. (4.8 cm); D. 2 in. (5.1 cm)
Vajrapani: H. 4 1/4 in. (10.8 cm); W. 2 1/4 in. (5.7 cm); D. 2 1/4 in. (5.7 cm","[{'elementName': 'Overall', 'elementDescription': 'Buddha', 'elementMeasurements': {'Depth': 6.032512, 'Height': 15, 'Width': 6.350013}}, {'elementName': 'Overall', 'elementDescription': 'Bodhisattva Avalokiteshvara', 'elementMeasurements': {'Depth': 5.08001, 'Height': 10.477521, 'Width': 4.7625093}}, {'elementName': 'Overall', 'elementDescription': 'Bodhisattva Vajrapani', 'elementMeasurements': {'Depth': 5.7150116, 'Height': 10.795022, 'Width': 5.7150116}}]","Florence and Herbert Irving Acquisitions Fund for Asian Art, 2025",Sculpture,2025-10-06T04:51:04.6Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/924665,,,False,
915,74842.0,False,2009.103,2009,False,,Asian Art,Painting,"Parashurama, Rama with the Battle Ax",India,,"Indian, 1926–2007",Srimati Y. G.,Indian,Female,1946,1946.0,1946.0,Watercolor on paper,Image: 19 7/8 x 13 1/4 in. (50.5 x 33.7 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 50.4826, 'Width': 33.6551}}]","Purchase, Friends of Asian Art Gifts, 2009",Paintings,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/74842,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Axes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300024664', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q39397'}]",https://www.wikidata.org/wiki/Q126145455,False,
916,815861.0,False,2018.859,2018,True,https://images.metmuseum.org/CRDImages/as/original/DP-23609-001.jpg,Asian Art,Censer,Incense burner,China,Song dynasty (960–1279),,,,,12th–13th century,1100.0,1299.0,Copper alloy,H. 2 3/4 in. (7 cm); Diam. 4 1/8 in. (10.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 10.477521, 'Height': 6.985014}}]","Purchase, Friends of Asian Art Gifts, 2018",Metalwork,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/815861,,,False,
917,823598.0,False,2019.317,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-18403-013.jpg,Asian Art,Censer,Incense burner with floral pattern,China,Qing dynasty (1644–1911),,,,,17th–18th century,1600.0,1799.0,"Copper alloy, parcel gilding, and silvering",H. 3 1/8 in. (7.9 cm); W. incl. handles 7 1/4 in. (18.4 cm); Diam. 5 5/8 in. (14.3 cm); Diam. of foot 4 3/8 in. (11.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 14.287529, 'Height': 7.9375157, 'Weight': 0.9071941, 'Width': 18.415037}}, {'elementName': 'Diam. of foot', 'elementDescription': None, 'elementMeasurements': {'Diameter': 11.112522}}]","Purchase, Friends of Asian Art Gifts, 2019",Metalwork,2025-10-01T04:51:25.27Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/823598,,,False,
918,823406.0,False,"2019.225a, b",2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-22703-001.jpg,Asian Art,Box,"""Double phoenix"" lobed box and cover",China,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",,,,,18th century,1700.0,1799.0,Soapstone,Approx. H. 1 15/16 in. (4.9 cm); W. 6 1/2 in. (16.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.9, 'Width': 16.5}}]","Purchase, Friends of Asian Art Gifts and funds from various donors, 2019",Soapstone,2025-10-01T04:51:25.27Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/823406,,,False,
919,738099.0,False,2017.131,2017,True,https://images.metmuseum.org/CRDImages/as/original/DP-14003-001.jpg,Asian Art,Brush rest,Brush rest in the shape of a dragon,China,Ming dynasty (1368–1644),,,,,14th century,1300.0,1399.0,Copper alloy,H. 2 1/8 in. (5.4 cm); W. 6 7/8 in. (17.5 cm); D. 1 1/2 in. (3.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.8100076, 'Height': 5.397511, 'Length': 14.605029, 'Width': 17.462536}}]","Purchase, Friends of Asian Art Gifts, 2017",Metalwork,2025-10-01T04:51:25.27Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/738099,"[{'term': 'Dragons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375726', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7559'}]",,False,
920,910553.0,False,2024.335,2024,True,https://images.metmuseum.org/CRDImages/as/original/DP-34166-002.jpg,Asian Art,Hanging scroll,Deer amid pines,Korea,Joseon dynasty (1392–1910),,Unidentified artist,,,16th–17th century,1500.0,1699.0,Hanging scroll; ink and color on paper,Image: 42 1/8 × 20 3/4 in. (107 × 52.7 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 107, 'Width': 52.7}}, {'elementName': 'Overall', 'elementDescription': 'Storage box', 'elementMeasurements': {'Depth': 8.8900175, 'Height': 8.8900175, 'Width': 73.66015}}]","Purchase, Friends of Asian Art Gifts, 2024",Paintings,2025-09-15T04:52:33.717Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/910553,,,False,
921,52256.0,False,1975.268.514,1975,True,https://images.metmuseum.org/CRDImages/as/original/210435.jpg,Asian Art,Dish,Dish,Japan,early Edo period (1615–1868),,,,,,1615.0,1868.0,Porcelain with underglaze blue (Hizen ware),H. 1 3/8 in. (3.5 cm); Diam. 5 3/4 in. (14.6 cm),"[{'elementName': 'Other', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Diameter': 14.605, 'Height': 3.4925, 'Weight': 0.1995827}}, {'elementName': 'Storage', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Depth': 17.145035, 'Height': 26.746254, 'Weight': 0.762043, 'Width': 17.145035}}]","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Ceramics,2021-07-23T04:42:45.293Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/52256,"[{'term': 'Vegetables', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300380162', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11004'}]",,False,
922,63602.0,False,1975.268.517,1975,True,https://images.metmuseum.org/CRDImages/as/original/210540.jpg,Asian Art,Dish,Dish,Japan,early Edo period (1615–1868),,,,,,1615.0,1868.0,Porcelain with underglaze blue (Hizen ware),H. 1 1/8 in. (2.9 cm); Diam. 5 5/8 in. (14.3 cm),"[{'elementName': 'Other', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Diameter': 14.2875, 'Height': 2.8575, 'Weight': 0.1995827}}, {'elementName': 'Storage', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Depth': 17.145035, 'Height': 26.670053, 'Weight': 4.853488, 'Width': 17.145035}}]","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Ceramics,2021-07-23T04:42:45.293Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/63602,,,False,
